,year,country_of_production,coffee_bean,water_shortage_index,department,municipality_of_export,exporter,exporter_group,importer,importer_group,country_of_destination,economic_bloc,volume,fob,department_trase_id
103,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,COFINET PTY LTDA,COFINET PTY LTDA,AUSTRALIA,AUSTRALIA,1265.4630000000002,6066154.139999997,CO-00
104,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,SUCAFINA SA,SUCAFINA SA,UNITED STATES,UNITED STATES,1255.4540000000002,4631065.25,CO-00
105,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,GERMANY,EUROPEAN UNION,1253.5090000000002,5741972.86,CO-00
106,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,GESTION CARGO Z F S A S,GESTION CARGO Z F S A S,SUCAFINA SA,SUCAFINA SA,SWITZERLAND,SWITZERLAND,1250.0,1911090.68,CO-00
107,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,THE COFFEE SOURCE,THE COFFEE SOURCE,UNITED STATES,UNITED STATES,1249.3280000000004,5702950.82,CO-00
108,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,STARBUCKS MANUF EMEA B V,STARBUCKS MANUF EMEA B V,UNITED STATES,UNITED STATES,1229.318,4990596.63,CO-00
109,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,KONINKLIJKE DOUWE EGBERTS BV,KONINKLIJKE DOUWE EGBERTS BV,NORWAY,NORWAY,1216.463,4957638.640000001,CO-00
110,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CIA CAFETERA LA MESETA S A,CIA CAFETERA LA MESETA S A,VOLCAFE U SA,VOLCAFE U SA,UNITED STATES,UNITED STATES,1192.85,4232757.87,CO-00
111,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,SCHNEIDER TRANSPORT ON BEHALF OF NESTLE NESPRESSO SA,SCHNEIDER TRANSPORT ON BEHALF OF NESTLE NESPRESSO SA,BELGIUM,EUROPEAN UNION,1186.0970000000004,6075809.23,CO-00
112,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,MITSUI AND CO LTDA,MITSUI AND CO LTDA,JAPAN,JAPAN,1174.3310000000004,5156934.529999999,CO-00
113,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COFCO COLOMBIA S A S,COFCO,COFCO AMERICAS RESOURCES CORPORATION,COFCO AMERICAS RESOURCES CORPORATION,UNITED STATES,UNITED STATES,1151.6560000000002,6086205.460000001,CO-00
114,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,EXCELSO TRADING LP,EXCELSO TRADING LP,UNITED STATES,UNITED STATES,1149.1620000000005,5395937.590000001,CO-00
115,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IXTAPA S A S,IXTAPA S A S,ROTHFOS CORP,ROTHFOS CORP,UNITED STATES,UNITED STATES,1147.621,4559218.880000001,CO-00
116,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,DONG SUH FOODS CORPORATION,DONG SUH FOODS CORPORATION,SOUTH KOREA,SOUTH KOREA,1141.021,4201989.49,CO-00
117,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,STARBUCKS MANUF EMEA B V,STARBUCKS MANUF EMEA B V,UNITED STATES,UNITED STATES,1133.7570000000003,4562298.739999999,CO-00
118,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,OLAM,OLAM,STARKBUCKS COFFEE TRADING CO JOINTLY AND SEVERALLY WITH,STARKBUCKS COFFEE TRADING CO JOINTLY AND SEVERALLY WITH,UNITED STATES,UNITED STATES,1115.209,3875559.0,CO-00
119,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,NESTLE ESPANA SA,NESTLE ESPANA SA,SPAIN,EUROPEAN UNION,1090.206,5075320.650000001,CO-00
120,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,MELITTA EUROPA GMBH AND CO KG,MELITTA EUROPA GMBH AND CO KG,GERMANY,EUROPEAN UNION,1087.897,4435011.2700000005,CO-00
121,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,INTER AMERICAN COFFEE INC,INTER AMERICAN COFFEE INC,UNITED KINGDOM,EUROPEAN UNION,1084.33,4813198.989999999,CO-00
122,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,LUIGI LAVAZZA SPA,LUIGI LAVAZZA SPA,ITALY,EUROPEAN UNION,1080.948,4211611.55,CO-00
123,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,ROTHFOS CORP,ROTHFOS CORP,CANADA,CANADA,1075.86,4545431.69,CO-00
124,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CIA CAFETERA LA MESETA S A,CIA CAFETERA LA MESETA S A,SERENGETI TRADING CO,SERENGETI TRADING CO,UNITED STATES,UNITED STATES,1058.907,4913684.259999999,CO-00
125,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,STARKBUCKS COFFEE TRADING CO JOINTLY AND SEVERALLY WITH,STARKBUCKS COFFEE TRADING CO JOINTLY AND SEVERALLY WITH,UNITED STATES,UNITED STATES,1057.34,4056820.15,CO-00
126,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,MITSUI AND CO LTDA,MITSUI AND CO LTDA,JAPAN,JAPAN,1055.1049999999998,4053727.78,CO-00
127,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CIA CAFETERA LA MESETA S A,CIA CAFETERA LA MESETA S A,VOLCAFE LTDA,VOLCAFE,GERMANY,EUROPEAN UNION,1038.937,4234685.170000001,CO-00
128,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,RGC COFFEE INC,RGC COFFEE INC,CANADA,CANADA,1037.297,4165650.55,CO-00
129,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,RGC COFFEE INC,RGC COFFEE INC,UNITED STATES,UNITED STATES,1026.4040000000002,4157652.019999999,CO-00
130,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,LOUIS DREYFUS CIA COL S A S,LOUIS DREYFUS,STARBUCKS COFFEE,STARBUCKS COFFEE,UNITED STATES,UNITED STATES,1019.9699999999998,4165403.46,CO-00
131,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,ROTHFOS CORP,ROTHFOS CORP,UNITED STATES,UNITED STATES,1017.811,4083871.689999999,CO-00
132,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,MOLENBERGNATIE LLC,MOLENBERGNATIE LLC,BELGIUM,EUROPEAN UNION,1017.7320000000002,5032449.49,CO-00
133,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,LOUIS DREYFUS CIA COL S A S,LOUIS DREYFUS,DEK BERLIN DEUTSCHE EXTRAK KAFFEE GMBH,DEK BERLIN DEUTSCHE EXTRAK KAFFEE GMBH,GERMANY,EUROPEAN UNION,1007.232,4665376.67,CO-00
134,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,GUSTAV PAULING LTD,GUSTAV PAULING LTD,FINLAND,EUROPEAN UNION,1006.1890000000002,4843932.87,CO-00
135,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,MOLENBERGNATIE AS AGENT OF NESTLE NESPRESSO SA,MOLENBERGNATIE AS AGENT OF NESTLE NESPRESSO SA,BELGIUM,EUROPEAN UNION,998.709,5246880.49,CO-00
136,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA NACIONAL DE CAFE SAS,COMPANIA NACIONAL DE CAFE SAS,COFFEIN COMPAGNIE GMBH & CO,COFFEIN COMPAGNIE GMBH & CO,UNITED STATES,UNITED STATES,995.537,4877462.340000001,CO-00
137,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,UNITED STATES,UNITED STATES,983.832325,8549199.249999998,CO-00
138,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,ELAND INC,ELAND INC,CANADA,CANADA,961.196,4769781.290000001,CO-00
139,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,NKG BERO ITALIA SPA,NKG BERO ITALIA SPA,GERMANY,EUROPEAN UNION,959.985,4334916.38,CO-00
140,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,BENEFICIO BAJAREQUE SUR S A S,BENEFICIO BAJAREQUE SUR S A S,INICIATIVAS COMERCIALES NAVARRAS SA,INICIATIVAS COMERCIALES NAVARRAS SA,UNITED STATES,UNITED STATES,957.529,3857122.6,CO-00
141,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,JAPAN,JAPAN,949.7405,6488956.029999999,CO-00
142,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,SWEDEN,EUROPEAN UNION,945.435,4136994.07,CO-00
143,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CIA CAFETERA LA MESETA S A,CIA CAFETERA LA MESETA S A,MERCON COFFEE CORPORATION,MERCON COFFEE CORPORATION,UNITED STATES,UNITED STATES,942.951,3587294.57,CO-00
144,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,COFFEE AMERICA U SA CORPORATION,COFFEE AMERICA U SA CORPORATION,CANADA,CANADA,940.952,4341732.500000001,CO-00
145,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,JAPAN,JAPAN,935.7679999999998,4241447.2299999995,CO-00
146,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,AMERICAN COFFEE CORPORATION ORATION,AMERICAN COFFEE CORPORATION ORATION,UNITED STATES,UNITED STATES,935.027,3779097.6,CO-00
147,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,NKG BERO ITALIA SPA,NKG BERO ITALIA SPA,GERMANY,EUROPEAN UNION,923.079,3544623.7800000007,CO-00
148,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,OLAM,OLAM,ILP GROUP LOGISTIC OY,ILP GROUP LOGISTIC OY,FINLAND,EUROPEAN UNION,904.06,4608431.79,CO-00
149,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,MOLENBERGNATIE LLC,MOLENBERGNATIE LLC,BELGIUM,EUROPEAN UNION,903.895,3977555.73,CO-00
150,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,LOUIS DREYFUS CIA COL S A S,LOUIS DREYFUS,ELAND INC,ELAND INC,CANADA,CANADA,903.589,3985607.91,CO-00
151,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,LA MINITA CORPORATION,LA MINITA CORPORATION,UNITED STATES,UNITED STATES,902.2270000000002,3982838.68,CO-00
152,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,BANCA EXPORTADORA S A,BANCA EXPORTADORA S A,CAFE IMPORTS AUSTRALIA PTW LTD,CAFE IMPORTS AUSTRALIA PTW LTD,UNITED STATES,UNITED STATES,899.5690000000001,4931868.88,CO-00
153,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,S ISHIMITSU AND CO LTDA,S ISHIMITSU AND CO LTDA,JAPAN,JAPAN,888.7340000000002,4082228.71,CO-00
154,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,COMERCIAL DE MATERIAS PRIMAS SA,COMERCIAL DE MATERIAS PRIMAS SA,SPAIN,EUROPEAN UNION,884.4489999999998,4374827.859999999,CO-00
155,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IND COL DE CAFE S A S,IND COL DE CAFE S A S,WAL MART CHINA INVESTMENT CO LTDA,WAL MART CHINA INVESTMENT CO LTDA,CHINA (MAINLAND),CHINA (MAINLAND),874.1216374999999,4997028.9899999965,CO-00
156,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COOP DEPARTAMENTAL DE CAFICULTORES DEL HUILA LTD,COOP DEPARTAMENTAL DE CAFICULTORES DEL HUILA LTD,SUSTAINABLE HARVEST INC,SUSTAINABLE HARVEST INC,UNITED STATES,UNITED STATES,872.9080000000001,4427373.02,CO-00
157,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,ECHEVERRI Y LOPEZ LTDA,ECHEVERRI Y LOPEZ LTDA,SUCAFINA SA,SUCAFINA SA,UNITED STATES,UNITED STATES,865.8469999999999,4071189.48,CO-00
158,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,ITOCHU CORPORATION,ITOCHU,JAPAN,JAPAN,865.4839999999999,4330653.5200000005,CO-00
159,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COFCO COLOMBIA S A S,COFCO,MOLENBERGNATIE LLC,MOLENBERGNATIE LLC,BELGIUM,EUROPEAN UNION,858.296,4625161.0200000005,CO-00
160,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,MCT USA INC,MCT USA INC,UNITED STATES,UNITED STATES,857.9479999999999,3298448.1999999993,CO-00
161,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,MALAYSIA,MALAYSIA,846.3350000000002,4121364.37,CO-00
162,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,PARAGON COFFEE TRADING,PARAGON COFFEE TRADING,UNITED STATES,UNITED STATES,845.5970000000001,3392003.63,CO-00
163,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,LIVINGSTON INTERNATIONAL,LIVINGSTON INTERNATIONAL,CANADA,CANADA,845.565,3453143.5199999996,CO-00
164,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,METRO CANADA LOGISTICS INC,METRO CANADA LOGISTICS INC,CANADA,CANADA,844.5980000000001,3157076.9800000004,CO-00
165,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CI VIRMAX COLOMBIA S A S,CI VIRMAX COLOMBIA S A S,CARAVELA COFFEE AUSTRALIA PACIFIC PTY LTD,CARAVELA COFFEE AUSTRALIA PACIFIC PTY LTD,UNITED STATES,UNITED STATES,842.2240000000002,4916429.079999998,CO-00
166,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,STARBUCKS MANUF EMEA B V,STARBUCKS MANUF EMEA B V,UNITED STATES,UNITED STATES,837.5430000000001,3897226.28,CO-00
167,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,RGC COFFEE INC,RGC COFFEE INC,CANADA,CANADA,827.1540000000001,3506686.709999999,CO-00
168,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,STARBUCKS MANUF EMEA B V,STARBUCKS MANUF EMEA B V,UNITED STATES,UNITED STATES,827.1179999999999,4124267.47,CO-00
169,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,NNKG KALA HAMBURG GMBH AS AGENT FOR OF STARBUCKS COFFEE TR,NNKG KALA HAMBURG GMBH AS AGENT FOR OF STARBUCKS COFFEE TR,GERMANY,EUROPEAN UNION,827.1,3409614.68,CO-00
170,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,STARBUCKS MANUF EMEA B V,STARBUCKS MANUF EMEA B V,UNITED STATES,UNITED STATES,826.3729999999999,3352352.890000001,CO-00
171,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,MCT USA INC,MCT USA INC,UNITED STATES,UNITED STATES,824.8340000000001,3059045.2400000007,CO-00
172,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,MITSUI AND CO LTDA,MITSUI AND CO LTDA,JAPAN,JAPAN,823.0229999999999,3162229.7099999995,CO-00
173,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,COFFY HANDELS,COFFY HANDELS,GERMANY,EUROPEAN UNION,818.48,3365815.5599999996,CO-00
174,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,OLAM,OLAM,NESTLE UK LTDA,NESTLE UK LTDA,UNITED KINGDOM,EUROPEAN UNION,818.252,3154402.2100000004,CO-00
175,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA NACIONAL DE CAFE SAS,COMPANIA NACIONAL DE CAFE SAS,COFFEIN COMPAGNIE GMBH & CO,COFFEIN COMPAGNIE GMBH & CO,UNITED STATES,UNITED STATES,813.9820000000001,3842190.63,CO-00
176,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,OLAM,OLAM,NNKG KALA HAMBURG GMBH AS AGENT FOR OF STARBUCKS COFFEE TR,NNKG KALA HAMBURG GMBH AS AGENT FOR OF STARBUCKS COFFEE TR,GERMANY,EUROPEAN UNION,809.4300000000001,4098920.33,CO-00
177,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,CONDE SA PTY LTDA,CONDE SA PTY LTDA,AUSTRALIA,AUSTRALIA,809.12,3851062.590000001,CO-00
178,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,ROTHFOS CORP,ROTHFOS CORP,UNITED STATES,UNITED STATES,807.914,4336595.18,CO-00
179,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,THE COFFEE SOURCE,THE COFFEE SOURCE,UNITED STATES,UNITED STATES,807.6950000000002,3297111.1900000004,CO-00
180,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,STARBUCKS COFFEE,STARBUCKS COFFEE,UNITED STATES,UNITED STATES,807.5260000000001,3852300.52,CO-00
181,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,JOH JOHANSSON KAFFE AS,JOH JOHANSSON KAFFE AS,NORWAY,NORWAY,797.2830000000001,3069038.8900000006,CO-00
182,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,AUSTRALIA,AUSTRALIA,797.279,3684913.68,CO-00
183,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SUCAFINA SA,SUCAFINA SA,UNITED STATES,UNITED STATES,787.575,3137968.48,CO-00
184,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,TAYLORS OF HARROGATE,TAYLORS OF HARROGATE,UNITED KINGDOM,EUROPEAN UNION,780.768,4090856.7200000007,CO-00
185,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,MITSUI AND CO LTDA,MITSUI AND CO LTDA,UNITED STATES,UNITED STATES,769.19,4796452.3,CO-00
186,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,768.4050000000001,3054350.4100000006,CO-00
187,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,MITSUI AND CO LTDA,MITSUI AND CO LTDA,JAPAN,JAPAN,761.031,3516010.0500000003,CO-00
188,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,GERMANY,EUROPEAN UNION,750.463,2961103.68,CO-00
189,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,ALEXCAFE S A S,ALEXCAFE S A S,MITSUI AND CO LTDA,MITSUI AND CO LTDA,UNITED STATES,UNITED STATES,749.994,4313439.100000001,CO-00
190,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,747.7950000000001,3370528.1399999997,CO-00
191,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,NESTLE NESPRESS0 S A,NESTLE NESPRESS0 S A,BELGIUM,EUROPEAN UNION,737.062,3417914.8699999996,CO-00
192,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,OLAM,OLAM,MOLENBERGNATIE LLC,MOLENBERGNATIE LLC,BELGIUM,EUROPEAN UNION,734.5150000000001,3150293.5700000003,CO-00
193,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,NESTLE ESPANA SA,NESTLE ESPANA SA,SPAIN,EUROPEAN UNION,734.451,3235492.110000001,CO-00
194,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,TCHIBO GMBH,TCHIBO GMBH,GERMANY,EUROPEAN UNION,734.402,3389663.57,CO-00
195,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,NESTLE DEUTSCHLAND,NESTLE,GERMANY,EUROPEAN UNION,733.054,2909366.4600000004,CO-00
196,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,GUSTAV PAULING LTD,GUSTAV PAULING LTD,FINLAND,EUROPEAN UNION,732.9680000000001,3499474.07,CO-00
197,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,HACO ASIA PACIFIC SDN BHD,HACO ASIA PACIFIC SDN BHD,MALAYSIA,MALAYSIA,730.4780000000001,3038320.91,CO-00
198,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,ELAND INC,ELAND INC,CANADA,CANADA,729.8380000000001,3003689.2,CO-00
199,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,TRILLADORA DE CAFE MORENO S A S,TRILLADORA DE CAFE MORENO S A S,SUCAFINA SA,SUCAFINA SA,UNITED STATES,UNITED STATES,729.4290000000001,2535086.01,CO-00
200,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,MITSUI AND CO LTDA,MITSUI AND CO LTDA,JAPAN,JAPAN,719.39,2950196.71,CO-00
201,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,UNKNOWN,UNKNOWN,ITALY,EUROPEAN UNION,717.3750000000001,3264340.03,CO-00
202,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,GERMANY,EUROPEAN UNION,714.2460000000001,2823271.6999999997,CO-00
