,year,country_of_production,coffee_bean,water_shortage_index,department,municipality_of_export,exporter,exporter_group,importer,importer_group,country_of_destination,economic_bloc,volume,fob,department_trase_id
655,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,INTER AMERICAN COFFEE INC,INTER AMERICAN COFFEE INC,GERMANY,EUROPEAN UNION,186.551,869176.9299999998,CO-00
656,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA NACIONAL DE CAFE SAS,COMPANIA NACIONAL DE CAFE SAS,HAMBURG COFFEE CO,HAMBURG COFFEE CO,GERMANY,EUROPEAN UNION,185.962,843249.1799999999,CO-00
657,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,NFCGC RETAIL LLC,NFCGC RETAIL LLC,UNITED STATES,UNITED STATES,185.69143749999995,1409822.4799999995,CO-00
658,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,CANADA,CANADA,185.3231,2947416.6999999997,CO-00
659,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,INDS ALIADAS S A S,INDS ALIADAS S A S,SUCAFINA SA,SUCAFINA SA,UNITED STATES,UNITED STATES,184.5,1228770.0,CO-00
660,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,INDS ALIADAS S A S,INDS ALIADAS S A S,COLOMBIAN SOLUBLES INC,COLOMBIAN SOLUBLES INC,UNITED STATES,UNITED STATES,184.5,1267890.0,CO-00
661,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,ROMANIA,EUROPEAN UNION,180.0,743832.0800000001,CO-00
662,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,ORIMI LLC,ORIMI LLC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,179.40800000000002,808185.6499999999,CO-00
663,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,M I COFFEE CORP,M I COFFEE CORP,SOUTH KOREA,SOUTH KOREA,179.371,836154.2000000001,CO-00
664,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,MC AGRI ALLIANCE LTDJOH JOHANNSON KAFFEE AS,MC AGRI ALLIANCE LTDJOH JOHANNSON KAFFEE AS,NORWAY,NORWAY,179.31799999999998,734717.0900000001,CO-00
665,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,LTDA LIABILITY CO PAULIG RUS,LTDA LIABILITY CO PAULIG RUS,RUSSIAN FEDERATION,RUSSIAN FEDERATION,179.06,700267.8999999999,CO-00
666,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,POLIS AGRO COLOMBIA S A S,POLIS AGRO COLOMBIA S A S,CENTERS NAB LTD,CENTERS NAB LTD,RUSSIAN FEDERATION,RUSSIAN FEDERATION,177.816,450000.0,CO-00
667,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,BANCA EXPORTADORA S A,BANCA EXPORTADORA S A,NV SUPREMO SA,NV SUPREMO SA,BELGIUM,EUROPEAN UNION,177.471,749824.16,CO-00
668,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,MITEX LOGISTICS SHANGHAI CO LTDA WCQ BONDED WAREHOUSE,MITEX LOGISTICS SHANGHAI CO LTDA WCQ BONDED WAREHOUSE,CHINA (MAINLAND),CHINA (MAINLAND),177.45999999999998,653176.25,CO-00
669,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,COFFEE AMERICA U SA CORPORATION,COFFEE AMERICA U SA CORPORATION,UNITED STATES,UNITED STATES,175.95999999999998,886118.59,CO-00
670,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,ALTAMIRA SUPREMO S A S,ALTAMIRA SUPREMO S A S,SUPER STAR TRADING CO,SUPER STAR TRADING CO,EGYPT,EGYPT,175.942,797967.2100000001,CO-00
671,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,LA MINITA CORPORATION,LA MINITA CORPORATION,UNITED STATES,UNITED STATES,174.294,939912.62,CO-00
672,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,COFI COM TRADING PTY LTD,COFI COM TRADING PTY LTD,AUSTRALIA,AUSTRALIA,173.839,853231.2,CO-00
673,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CAFE COLSUAVES S A S,CAFE COLSUAVES S A S,CPO INC,CPO INC,SOUTH KOREA,SOUTH KOREA,173.658,989492.95,CO-00
674,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COOP MULTIACTIVA CUATRO VIENTOS COFFEE HUILA,COOP MULTIACTIVA CUATRO VIENTOS COFFEE HUILA,ROYAL COFFEE NEW YORK,ROYAL COFFEE NEW YORK,UNITED STATES,UNITED STATES,173.538,919070.17,CO-00
675,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CIA CAFETERA LA MESETA S A,CIA CAFETERA LA MESETA S A,INDSTRIAS MARINO S A DE C V,INDSTRIAS MARINO S A DE C V,MEXICO,MEXICO,173.459,776637.48,CO-00
676,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,SUCAFINA SA,SUCAFINA SA,SOUTH KOREA,SOUTH KOREA,173.39900000000003,721968.8999999999,CO-00
677,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CIA CAFETERA LA MESETA S A,CIA CAFETERA LA MESETA S A,INDUSTRIAS AGOR SA DE CV,INDUSTRIAS AGOR SA DE CV,MEXICO,MEXICO,173.31799999999998,847105.8600000001,CO-00
678,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CAFE COLSUAVES S A S,CAFE COLSUAVES S A S,INTERAMERICAN COFFEE INC U SA,INTERAMERICAN COFFEE INC U SA,UNITED STATES,UNITED STATES,173.30700000000002,774523.7799999999,CO-00
679,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,POLAND,EUROPEAN UNION,173.25000000000003,1657205.0,CO-00
680,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,RGC COFFEE INC,RGC COFFEE INC,CANADA,CANADA,173.208,660218.72,CO-00
681,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,A TWOSOME PLACE CO LTDA,A TWOSOME PLACE CO LTDA,SOUTH KOREA,SOUTH KOREA,173.12500000000003,850619.43,CO-00
682,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,SPL CO LTDA,SPL CO LTDA,SOUTH KOREA,SOUTH KOREA,173.105,694706.12,CO-00
683,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,DAESANG F&B CO LTD,DAESANG F&B CO LTD,SOUTH KOREA,SOUTH KOREA,173.044,591657.1200000001,CO-00
684,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,STARBUCK COFFEE TRADING CO,STARBUCK COFFEE TRADING CO,UNITED STATES,UNITED STATES,173.035,645721.1499999999,CO-00
685,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,INTERAMERICAN COFFEE INC U SA,INTERAMERICAN COFFEE INC U SA,UNITED STATES,UNITED STATES,173.01300000000003,719622.4900000001,CO-00
686,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,MOLENBERGNATIE,MOLENBERGNATIE,BELGIUM,EUROPEAN UNION,173.00500000000002,656337.39,CO-00
687,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,RGC COFFEE INC,RGC COFFEE INC,CANADA,CANADA,173.004,762351.43,CO-00
688,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,GOMEZ MORA S A,GOMEZ MORA S A,INTL COFFEE,INTL COFFEE,UNITED STATES,UNITED STATES,172.984,862819.9100000001,CO-00
689,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,FALCON COFFEES,FALCON COFFEES,UNITED STATES,UNITED STATES,172.984,887843.0599999999,CO-00
690,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,ARMENIA COFFEE CORPORATION ORATION,ARMENIA COFFEE CORPORATION ORATION,UNITED STATES,UNITED STATES,172.94699999999995,749409.19,CO-00
691,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,ELAND INC,ELAND INC,CANADA,CANADA,172.872,987190.56,CO-00
692,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,LOUIS DREYFUS CIA COL S A S,LOUIS DREYFUS,MITSUI AND CO LTDA,MITSUI AND CO LTDA,UNITED STATES,UNITED STATES,172.828,852093.12,CO-00
693,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,ROTHFOS CORP,ROTHFOS CORP,UNITED STATES,UNITED STATES,172.80599999999998,657563.01,CO-00
694,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,NNKG KALA HAMBURG GMBH AS AGENT FOR OF STARBUCKS COFFEE TR,NNKG KALA HAMBURG GMBH AS AGENT FOR OF STARBUCKS COFFEE TR,GERMANY,EUROPEAN UNION,172.47500000000002,638005.49,CO-00
695,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,ITOCHU CORPORATION COFFEE DEPT,ITOCHU CORPORATION COFFEE DEPT,JAPAN,JAPAN,171.616,805136.5,CO-00
696,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IND COL DE CAFE S A S,IND COL DE CAFE S A S,CIAL POZUELO GUATEMALA SA,CIAL POZUELO GUATEMALA SA,GUATEMALA,GUATEMALA,171.27705000000003,1271718.2,CO-00
697,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,H A BENNETT AND SONS PTY LTDA,H A BENNETT AND SONS PTY LTDA,AUSTRALIA,AUSTRALIA,171.235,706186.12,CO-00
698,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,JOHN BURTON LTDA,JOHN BURTON LTDA,NEW ZEALAND,NEW ZEALAND,169.711,766350.0899999999,CO-00
699,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,COFFY HANDELS,COFFY HANDELS,GERMANY,EUROPEAN UNION,168.14100000000002,884089.4199999999,CO-00
700,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COFCO COLOMBIA S A S,COFCO,GREENCARRIER FREIGHT SERVICES NORWAY GREENCARRIER SHIPPING,GREENCARRIER FREIGHT SERVICES NORWAY GREENCARRIER SHIPPING,NORWAY,NORWAY,168.121,750922.53,CO-00
701,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,DELICA AG,DELICA AG,BELGIUM,EUROPEAN UNION,168.114,680095.25,CO-00
702,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,HAMBURG COFFEE CO,HAMBURG COFFEE CO,GERMANY,EUROPEAN UNION,168.00400000000002,629749.31,CO-00
703,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,AB P J HAEGERSTRAND,AB P J HAEGERSTRAND,SWEDEN,EUROPEAN UNION,167.969,650746.8699999999,CO-00
704,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,KUHLMAN REPKO SHIPPING KRS,KUHLMAN REPKO SHIPPING KRS,NETHERLANDS,EUROPEAN UNION,167.947,774012.0900000001,CO-00
705,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,EKAF SPA,EKAF SPA,ITALY,EUROPEAN UNION,167.927,822882.7499999999,CO-00
706,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,NESTLE,NESTLE,SWEDEN,EUROPEAN UNION,167.726,773389.1499999999,CO-00
707,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,KUHLMAN REPKO SHIPPING KRS,KUHLMAN REPKO SHIPPING KRS,NETHERLANDS,EUROPEAN UNION,167.684,671209.0900000001,CO-00
708,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,NESTLE,NESTLE,FRANCE,EUROPEAN UNION,167.684,669107.0700000001,CO-00
709,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,LUIGI LAVAZZA SPA,LUIGI LAVAZZA SPA,FRANCE,EUROPEAN UNION,167.66899999999998,708724.83,CO-00
710,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,GERMANY,EUROPEAN UNION,167.55700000000002,671267.78,CO-00
711,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,KONINKLIJKE DOUWE EGBERTS BV,KONINKLIJKE DOUWE EGBERTS BV,BELGIUM,EUROPEAN UNION,167.49200000000002,653162.14,CO-00
712,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,GUSTAV PAULING LTD,GUSTAV PAULING LTD,FINLAND,EUROPEAN UNION,167.426,973370.05,CO-00
713,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,CHILE,CHILE,165.64701250000002,1607867.9900000002,CO-00
714,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,LUIGI LAVAZZA SPA,LUIGI LAVAZZA SPA,ITALY,EUROPEAN UNION,164.628,657373.31,CO-00
715,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,LUIGI LAVAZZA SPA,LUIGI LAVAZZA SPA,ITALY,EUROPEAN UNION,164.19600000000003,627257.99,CO-00
716,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,INDS ALIADAS S A S,INDS ALIADAS S A S,MASS COMMODITIES,MASS COMMODITIES,UNITED STATES,UNITED STATES,161.70000000000002,1502586.0,CO-00
717,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,COFFY HANDELS GESELLSCHAFT GMBH,COFFY HANDELS GESELLSCHAFT GMBH,GERMANY,EUROPEAN UNION,160.923,842532.8799999999,CO-00
718,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COFCO COLOMBIA S A S,COFCO,COFCO AMERICAS RESOURCES CORPORATION,COFCO AMERICAS RESOURCES CORPORATION,UNITED STATES,UNITED STATES,160.898,737185.7599999999,CO-00
719,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,MITSUI AND CO LTDA,MITSUI AND CO LTDA,JAPAN,JAPAN,160.85299999999998,546287.28,CO-00
720,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,INDS ALIADAS S A S,INDS ALIADAS S A S,INCASA INC,INCASA INC,UNITED STATES,UNITED STATES,160.25000000000003,1093546.0,CO-00
721,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COOP DEPARTAMENTAL DE CAFICULTORES DEL HUILA LTD,COOP DEPARTAMENTAL DE CAFICULTORES DEL HUILA LTD,KUEHNE & NAGEL AUST PTY LTD,KUEHNE & NAGEL AUST PTY LTD,AUSTRALIA,AUSTRALIA,160.134,866592.5800000001,CO-00
722,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,OLAM,OLAM,BERTHOLD VOLLERS GMBH,BERTHOLD VOLLERS GMBH,GERMANY,EUROPEAN UNION,160.022,563277.44,CO-00
723,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,SUCAFINA SA,SUCAFINA SA,BELGIUM,EUROPEAN UNION,159.68750000000003,1456687.5,CO-00
724,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,ECOLSIERRA EXPORT S A S,ECOLSIERRA EXPORT S A S,GREENCOF LLC,GREENCOF LLC,BELGIUM,EUROPEAN UNION,159.685,803610.74,CO-00
725,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA NACIONAL DE CAFE SAS,COMPANIA NACIONAL DE CAFE SAS,M I COFFEE CORP,M I COFFEE CORP,SOUTH KOREA,SOUTH KOREA,159.656,892439.05,CO-00
726,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,KURUKAHVECI MEHMET EFENDI,KURUKAHVECI MEHMET EFENDI,TURKEY,TURKEY,159.53300000000002,921446.02,CO-00
727,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CIA CAFETERA LA MESETA S A,CIA CAFETERA LA MESETA S A,GROUP SOPEX S A,GROUP SOPEX S A,BELGIUM,EUROPEAN UNION,159.507,605055.8599999999,CO-00
728,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,O COFFEE,O COFFEE,SOUTH KOREA,SOUTH KOREA,159.50400000000002,685278.7200000001,CO-00
729,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,SEALOGIS FREIGHT FORWARDING,SEALOGIS FREIGHT FORWARDING,FRANCE,EUROPEAN UNION,158.705,590879.16,CO-00
730,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,SUSTAINABLE HARVEST INC,SUSTAINABLE HARVEST INC,AUSTRALIA,AUSTRALIA,158.339,742746.34,CO-00
731,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,INTERAMERICAN COFFEE PTY LTD,INTERAMERICAN COFFEE PTY LTD,AUSTRALIA,AUSTRALIA,156.615,722216.81,CO-00
732,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CI VIRMAX COLOMBIA S A S,CI VIRMAX COLOMBIA S A S,CARAVELA LTDA,CARAVELA LTDA,UNITED KINGDOM,EUROPEAN UNION,156.42900000000003,987112.81,CO-00
733,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CAFE Y CIA S A 891410182,CAFE Y CIA S A 891410182,PERALES HUANCARUNA SAC PERHUSA,PERALES HUANCARUNA SAC PERHUSA,PERU,PERU,156.0,347356.78,CO-00
734,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,LOUIS DREYFUS CIA COL S A S,LOUIS DREYFUS,SUNTORY COFFEE AUSTRALIA LTDA,SUNTORY COFFEE AUSTRALIA LTDA,AUSTRALIA,AUSTRALIA,155.459,585818.06,CO-00
735,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUNTERRA S A S,SUNTERRA S A S,ALLY COFFEE TRADING SA,ALLY COFFEE TRADING SA,UNITED STATES,UNITED STATES,154.70199999999997,941731.67,CO-00
736,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,COFINET PTY LTDA,COFINET PTY LTDA,NEW ZEALAND,NEW ZEALAND,154.606,671687.3800000001,CO-00
737,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,ALTAMIRA SUPREMO S A S,ALTAMIRA SUPREMO S A S,ECOM,ECOM,GERMANY,EUROPEAN UNION,154.246,666819.37,CO-00
738,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,TRILLADORA DE CAFE MORENO S A S,TRILLADORA DE CAFE MORENO S A S,TO THE ORDER OF CAFEMIX USA CORP,TO THE ORDER OF CAFEMIX USA CORP,UNITED STATES,UNITED STATES,154.10399999999998,462780.67999999993,CO-00
739,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,ALTAMIRA SUPREMO S A S,ALTAMIRA SUPREMO S A S,INTL COFFEE,INTL COFFEE,UNITED STATES,UNITED STATES,154.065,594143.0,CO-00
740,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,TRILLADORES DE LAS COOPS DE CAFICULTORES DE CALDAS LTD,TRILLADORES DE LAS COOPS DE CAFICULTORES DE CALDAS LTD,RGC COFFEE INC,RGC COFFEE INC,CANADA,CANADA,154.019,687508.14,CO-00
741,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,STARKBUCKS COFFEE TRADING CO JOINTLY AND SEVERALLY WITH,STARKBUCKS COFFEE TRADING CO JOINTLY AND SEVERALLY WITH,NETHERLANDS,EUROPEAN UNION,154.017,579774.5499999999,CO-00
742,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,SUCAFINA SA,SUCAFINA SA,CANADA,CANADA,154.001,559852.94,CO-00
743,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,TO ORDER OF SUCAFINA INGREDIENTS SA,TO ORDER OF SUCAFINA INGREDIENTS SA,UNITED STATES,UNITED STATES,154.0,848078.0,CO-00
744,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,SHAREKAT ALMAWARID ALWATANIEH LEL I,SHAREKAT ALMAWARID ALWATANIEH LEL I,ISRAEL,ISRAEL,153.994,640770.23,CO-00
745,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,ALTAMIRA SUPREMO S A S,ALTAMIRA SUPREMO S A S,SUCAFINA SA,SUCAFINA SA,UNITED STATES,UNITED STATES,153.993,587266.12,CO-00
746,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,ELAND INC,ELAND INC,CANADA,CANADA,153.961,599611.97,CO-00
747,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,MINA RICCA SAS,MINA RICCA SAS,SUCAFINA SA,SUCAFINA SA,UNITED STATES,UNITED STATES,153.959,692054.8800000001,CO-00
748,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,ALTAMIRA SUPREMO S A S,ALTAMIRA SUPREMO S A S,WESTFELDT BROTHERS INC,WESTFELDT BROTHERS INC,UNITED STATES,UNITED STATES,153.95700000000002,654339.24,CO-00
749,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,MAISON P JOBIN AND CIE SAS,MAISON P JOBIN AND CIE SAS,FRANCE,EUROPEAN UNION,153.928,708263.16,CO-00
750,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,RGC COFFEE INC,RGC COFFEE INC,UNITED STATES,UNITED STATES,153.912,580659.1799999999,CO-00
751,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,OLAM,OLAM,CWT COMMODITIES UK LTDA,CWT COMMODITIES UK LTDA,UNITED KINGDOM,EUROPEAN UNION,153.90200000000002,650032.8400000001,CO-00
752,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,FALCON COFFEES,FALCON COFFEES,UNITED STATES,UNITED STATES,153.90200000000002,801183.73,CO-00
753,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CI VIRMAX COLOMBIA S A S,CI VIRMAX COLOMBIA S A S,NEWTOWN FOOD AND BEVERAGE TIANJIN CO,NEWTOWN FOOD AND BEVERAGE TIANJIN CO,CHINA (MAINLAND),CHINA (MAINLAND),153.897,755257.67,CO-00
